PTac-EGFP.1 Time (s) ,PTac-EGFP.1 IPTG (nM),PTac-EGFP.1 EGFP (nM),PTac-EGFP.1 Growth Rate (s^(-1)),PTac-EGFP.2 Time (s) ,PTac-EGFP.2 IPTG (nM),PTac-EGFP.2 EGFP (nM),PTac-EGFP.2 Growth Rate (s^(-1)),PLuxB-EGFP.1 Time (s),PLuxB-EGFP.1 OC6 (nM),PLuxB-EGFP.1 EGFP (nM),PLuxB-EGFP.1 Growth Rate (s^(-1)),PLuxB-EGFP.2 Time (s),PLuxB-EGFP.2 OC6 (nM),PLuxB-EGFP.2 EGFP (nM),PLuxB-EGFP.2 Growth Rate (s^(-1)),PLuxB-EGFP.3 Time (s),PLuxB-EGFP.3 OC6 (nM),PLuxB-EGFP.3 EGFP (nM),PLuxB-EGFP.3 Growth Rate (s^(-1)),PLuxB-EGFP.4 Time (s),PLuxB-EGFP.4 OC6 (nM),PLuxB-EGFP.4 EGFP (nM),PLuxB-EGFP.4 Growth Rate (s^(-1)),PVanCC-EGFP.1 Time (s),PVanCC-EGFP.1 Vanillic Acid (nM),PVanCC-EGFP.1 EGFP (nM),PVanCC-EGFP.1 Growth Rate,PVanCC-EGFP.2 Time (s),PVanCC-EGFP.2 Vanillic Acid (nM),PVanCC-EGFP.2 EGFP (nM),PVanCC-EGFP.2 Growth Rate,PVanCC-EGFP.3 Time (s),PVanCC-EGFP.3 Vanillic Acid (nM),PVanCC-EGFP.3 EGFP (nM),PVanCC-EGFP.3 Growth Rate,PTac-mScarlet.1 Time (s),PTac-mScarlet.1 IPTG (nM),PTac-mScarlet.1 mScarlet-I (nM),PTac-mScarlet.1 Growth Rate,PTac-mScarlet.3 Time (s),PTac-mScarlet.3 IPTG (nM),PTac-mScarlet.3 mScarlet-I (nM),PTac-mScarlet.3 Growth Rate,PVanCC-EGFP.4 Time (s),PVanCC-EGFP.4 Vanillic Acid (nM),PVanCC-EGFP.4 EGFP (nM),PVanCC-EGFP.4 Growth Rate,PTac-EGFP.3 Time (s) ,PTac-EGFP.3 IPTG (nM),PTac-EGFP.3 EGFP (nM),PTac-EGFP.3 Growth Rate (s^(-1)),PLuxB-EGFP.5 Time (s),PLuxB-EGFP.5 OC6 (nM),PLuxB-EGFP.5 EGFP (nM),PLuxB-EGFP.5 Growth Rate (s^(-1)),PTac-ChbBC-mScarlet-I.1 Time (s),PTac-ChbBC-mScarlet-I.1 IPTG (nM),PTac-ChbBC-mScarlet-I.1 mScarlet-I (nM),PTac-ChbBC-mScarlet-I.1 Growth Rate,PTac-ChbBC-mScarlet-I.2 Time (s),PTac-ChbBC-mScarlet-I.2 IPTG (nM),PTac-ChbBC-mScarlet-I.2 mScarlet-I (nM),PTac-ChbBC-mScarlet-I.2 Growth Rate,PTac-ChbBC-mScarlet-I.3 Time (s),PTac-ChbBC-mScarlet-I.3 IPTG (nM),PTac-ChbBC-mScarlet-I.3 mScarlet-I (nM),PTac-ChbBC-mScarlet-I.3 Growth Rate,PTac-ChbBC-mScarlet-I.4 Time (s),PTac-ChbBC-mScarlet-I.4 IPTG (nM),PTac-ChbBC-mScarlet-I.4 mScarlet-I (nM),PTac-ChbBC-mScarlet-I.4 Growth Rate,PVanCC-EGFP_PLuxB-sRNA20D.1 Time (s),PVanCC-EGFP_PLuxB-sRNA20D.1 Vanillic Acid (nM),PVanCC-EGFP_PLuxB-sRNA20D.1 OC6 (nM),PVanCC-EGFP_PLuxB-sRNA20D.1 EGFP (nM),PVanCC-EGFP_PLuxB-sRNA20D.1 Growth Rate,PVanCC-EGFP_PLuxB-sRNA20D.2 Time (s),PVanCC-EGFP_PLuxB-sRNA20D.2 Vanillic Acid (nM),PVanCC-EGFP_PLuxB-sRNA20D.2 OC6 (nM),PVanCC-EGFP_PLuxB-sRNA20D.2 EGFP (nM),PVanCC-EGFP_PLuxB-sRNA20D.2 Growth Rate,Sponge Circuit 1.3.1 Time (s),Sponge Circuit 1.3.1 Vanillic Acid (nM),Sponge Circuit 1.3.1 OC6 (nM),Sponge Circuit 1.3.1 IPTG (nM),Sponge Circuit 1.3.1 EGFP (nM),Sponge Circuit 1.3.1 Growth Rate ,Sponge Circuit 1.3.2 Time (s),Sponge Circuit 1.3.2 Vanillic Acid (nM),Sponge Circuit 1.3.2 OC6 (nM),Sponge Circuit 1.3.2 IPTG (nM),Sponge Circuit 1.3.2 EGFP (nM),Sponge Circuit 1.3.2 Growth Rate ,Sponge Circuit 1.4.1 Time (s),Sponge Circuit 1.4.1 Vanillic Acid (nM),Sponge Circuit 1.4.1 OC6 (nM),Sponge Circuit 1.4.1 IPTG (nM),Sponge Circuit 1.4.1 EGFP (nM),Sponge Circuit 1.4.1 mScarlet-I (nM),Sponge Circuit 1.4.1 Growth Rate ,Sponge Circuit 1.4.2 Time (s),Sponge Circuit 1.4.2 Vanillic Acid (nM),Sponge Circuit 1.4.2 OC6 (nM),Sponge Circuit 1.4.2 IPTG (nM),Sponge Circuit 1.4.2 EGFP (nM),Sponge Circuit 1.4.2 mScarlet-I (nM),Sponge Circuit 1.4.2 Growth Rate ,Sponge Circuit 1.4.3 Time (s),Sponge Circuit 1.4.3 Vanillic Acid (nM),Sponge Circuit 1.4.3 OC6 (nM),Sponge Circuit 1.4.3 IPTG (nM),Sponge Circuit 1.4.3 EGFP (nM),Sponge Circuit 1.4.3 mScarlet-I (nM),Sponge Circuit 1.4.3 Growth Rate ,Sponge Circuit 1.4.4 Time (s),Sponge Circuit 1.4.4 Vanillic Acid (nM),Sponge Circuit 1.4.4 OC6 (nM),Sponge Circuit 1.4.4 IPTG (nM),Sponge Circuit 1.4.4 EGFP (nM),Sponge Circuit 1.4.4 mScarlet-I (nM),Sponge Circuit 1.4.4 Growth Rate 
85349.5,80000,222231.5392,0.000448762,85342.3,80000,114231.1116,0.0002888370,85339.02,50,233859.2601,0.000265845,85337.91,50,209404.4968,0.000288021,85339.48,50,227840.1182,0.000278778,85338.09,50,235530.2647,0.000295283,85889.19,7000,129396.1647,0.000279793,85887.46,7000,126302.3842,0.000289163,85904.7,7000,119887.3115,0.000316722,,,,,85346.14,80000,4166.820568,0.000361733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85350.32,5500,20,23690.88487,0.00038248,85340.57,5500,20,35582.97947,0.000341322,85353.96,5500,20,60000,24757.30307,0.000322409,85353.84,5500,20,60000,33092.21541,0.000331123,85359.22,5500,20,60000,37548.87634,1738.283121,0.000315087,85340.22,5500,20,60000,44772.95728,2009.743842,0.000298211,85338.39,5500,20,60000,53059.81017,2433.519631,0.000305696,85337.89,5500,20,60000,48166.10165,2509.009024,0.000325355
85409.54,80000,222989.8819,0.000447863,85402.38,80000,114906.5604,0.0002887180,85399.08,50,233948.6643,0.000265692,85397.94,50,210189.9591,0.000288343,85399.53,50,228655.7919,0.00027898,85398.14,50,235119.3937,0.000295087,85949.25,7000,129698.3052,0.000279594,85947.5,7000,125878.2448,0.00028884,85964.77,7000,119930.1774,0.000316995,,,,,85406.21,80000,4153.234417,0.000361965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85410.4,5500,20,23481.75644,0.000382604,85400.64,5500,20,35340.43345,0.000341484,85414.05,5500,20,60000,24668.14953,0.000322504,85413.93,5500,20,60000,32728.7325,0.000330949,85419.27,5500,20,60000,37674.38688,1741.749034,0.000314914,85400.27,5500,20,60000,44926.9945,1996.140598,0.000298292,85398.43,5500,20,60000,52895.35097,2439.84136,0.000305724,85397.93,5500,20,60000,47982.88524,2526.28438,0.000325274
85469.58,80000,223020.2412,0.000447001,85462.43,80000,114818.3786,0.0002884860,85459.12,50,233656.8854,0.000265687,85458,50,210521.2268,0.000288528,85459.6,50,228702.339,0.000279278,85458.2,50,234779.5483,0.000294917,86009.3,7000,129285.2373,0.000279395,86007.53,7000,126298.2759,0.000288713,86024.84,7000,120168.4064,0.000317193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85470.43,5500,20,23459.87356,0.000382776,85460.7,5500,20,35238.45758,0.000341691,85474.11,5500,20,60000,24672.54379,0.000322641,85474.04,5500,20,60000,32823.31444,0.00033079,85479.33,5500,20,60000,37515.73208,1758.539092,0.000314749,85460.33,5500,20,60000,44676.14943,1977.540362,0.000298372,85458.49,5500,20,60000,52780.91026,2421.876233,0.000305736,85457.98,5500,20,60000,47848.43486,2548.640081,0.000325282
85529.65,80000,222868.8392,0.000446256,85522.47,80000,115132.3711,0.0002884330,85519.19,50,233484.0493,0.000265836,85518.04,50,210741.3996,0.000288726,85519.65,50,229267.4239,0.000279533,85518.27,50,235428.9373,0.000294712,86069.34,7000,129661.0883,0.000279226,86067.57,7000,126678.8826,0.0002886,86084.89,7000,120842.7179,0.000317497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85530.47,5500,20,23593.22111,0.00038297,85520.75,5500,20,35414.50113,0.000341996,85534.17,5500,20,60000,25079.18802,0.000322867,85534.11,5500,20,60000,32871.03122,0.000330709,85539.4,5500,20,60000,37734.55795,1769.150942,0.000314676,85520.4,5500,20,60000,44925.59046,1965.305535,0.00029848,85518.56,5500,20,60000,52854.27317,2401.069843,0.000305683,85518.05,5500,20,60000,48369.91586,2547.229402,0.000325215
85589.69,80000,222950.5804,0.000445533,85582.52,80000,115135.1842,0.0002884910,85579.26,50,234801.2149,0.000265939,85578.08,50,210647.1623,0.000288926,85579.72,50,229411.9731,0.00027981,85578.32,50,235959.5863,0.000294468,86129.38,7000,130250.2988,0.000279067,86127.65,7000,126876.8861,0.000288474,86144.94,7000,120479.7762,0.000317837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85590.54,5500,20,23487.39037,0.000383261,85580.81,5500,20,35316.94257,0.000342224,85594.24,5500,20,60000,25095.86251,0.000323081,85594.17,5500,20,60000,32911.12567,0.000330569,85599.45,5500,20,60000,37961.5384,1770.505582,0.000314634,85580.46,5500,20,60000,44881.85517,1970.903048,0.000298578,85578.63,5500,20,60000,53009.78551,2387.062257,0.000305697,85578.11,5500,20,60000,48412.3148,2562.255983,0.000325242
85649.75,80000,223211.2778,0.000444982,85642.56,80000,115177.3547,0.0002885790,85639.32,50,235448.0236,0.000265956,85638.15,50,211126.5099,0.000289185,85639.77,50,228815.5249,0.000280057,85638.38,50,236377.5625,0.000294305,86189.43,7000,130166.0941,0.000279008,86187.69,7000,127519.5035,0.000288285,86204.98,7000,121644.1582,0.00031804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85650.61,5500,20,23795.61399,0.00038351,85640.88,5500,20,34978.93859,0.000342458,85654.32,5500,20,60000,25085.93424,0.000323303,85654.2,5500,20,60000,32743.70737,0.000330479,85659.5,5500,20,60000,37971.10749,1778.075524,0.000314501,85640.53,5500,20,60000,44919.88435,1979.343154,0.00029863,85638.66,5500,20,60000,52984.05177,2372.391069,0.000305692,85638.14,5500,20,60000,48258.51374,2559.77902,0.000325321
85709.82,80000,225440.4218,0.000444564,85702.62,80000,114802.7286,0.0002885390,85699.39,50,236177.7898,0.000266013,85698.19,50,211576.8935,0.000289372,85699.82,50,228059.6242,0.000280266,85698.45,50,237812.0616,0.000294063,86249.47,7000,130262.5393,0.000279217,86247.75,7000,127949.0633,0.000288269,86265.05,7000,122313.9322,0.000318209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85710.66,5500,20,23525.69562,0.000383704,85700.92,5500,20,34936.74924,0.00034271,85714.41,5500,20,60000,24907.96974,0.000323518,85714.3,5500,20,60000,32680.52815,0.00033037,85719.54,5500,20,60000,38023.88865,1780.113214,0.000314598,85700.59,5500,20,60000,44682.89532,2003.173661,0.000298627,85698.73,5500,20,60000,52930.01923,2388.385291,0.000305593,85698.21,5500,20,60000,47960.40325,2561.220687,0.00032536
85769.89,80000,225527.729,0.000444258,85762.68,80000,115495.0661,0.0002884050,85759.45,50,236749.2094,0.000266113,85758.25,50,211940.4336,0.000289496,85759.9,50,227888.1882,0.000280473,85758.52,50,238752.7389,0.000293972,86309.54,7000,130422.2521,0.000279546,86307.81,7000,128711.3557,0.000288128,86325.11,7000,122879.9026,0.000318401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85770.73,5500,20,23366.7557,0.000383942,85760.97,5500,20,34812.07773,0.000343101,85774.47,5500,20,60000,25007.61814,0.000323668,85774.38,5500,20,60000,32402.85743,0.0003301,85779.61,5500,20,60000,38515.87508,1786.604449,0.000314929,85760.64,5500,20,60000,44337.84067,2017.53775,0.000298666,85758.79,5500,20,60000,52808.18858,2396.615,0.000305574,85758.26,5500,20,60000,47857.56248,2550.604678,0.000325397
85829.93,80000,226890.9961,0.000443951,85822.72,80000,114712.9756,0.0002882130,85819.53,50,237137.2355,0.000266254,85818.31,50,212188.9248,0.000289675,85819.93,50,227310.7127,0.000280647,85818.58,50,238959.2362,0.000293978,86369.6,7000,130654.7391,0.000279768,86367.87,7000,128974.3608,0.000288005,86385.16,7000,124035.0083,0.000318565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85830.81,5500,20,23527.27324,0.000384037,85821.03,5500,20,34908.80806,0.000343574,85834.52,5500,20,60000,24962.28538,0.000323752,85834.44,5500,20,60000,32497.56614,0.000329813,85839.67,5500,20,60000,38443.21824,1808.712043,0.000315236,85820.68,5500,20,60000,44283.01593,2044.151074,0.000298793,85818.83,5500,20,60000,53077.14275,2433.603103,0.000305485,85818.33,5500,20,60000,47624.40034,2550.791313,0.000325442
85890,80000,227106.6731,0.000443755,85882.77,80000,115070.3144,0.0002880380,85879.59,50,238322.3228,0.000266375,85878.39,50,211545.5733,0.000289849,85879.98,50,226283.3791,0.000280789,85878.69,50,239751.6874,0.00029398,86429.65,7000,131664.8618,0.000280032,86427.95,7000,129691.9596,0.000287915,86445.23,7000,124811.2368,0.00031872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85890.87,5500,20,23855.97213,0.000384205,85881.07,5500,20,35111.07928,0.000343922,85894.59,5500,20,60000,24911.63602,0.000323843,85894.5,5500,20,60000,32586.51828,0.000329611,85899.71,5500,20,60000,38605.75084,1803.892998,0.00031524,85880.75,5500,20,60000,44552.64852,2041.90931,0.000298956,85878.86,5500,20,60000,52950.24367,2454.789291,0.000305425,85878.38,5500,20,60000,47942.31317,2549.523252,0.000325345
85950.03,80000,227837.6825,0.000443534,85942.82,80000,114756.2199,0.0002878850,85939.64,50,237340.665,0.0002664,85938.46,50,211702.3795,0.000289874,85940.04,50,226332.1552,0.000280829,85938.74,50,239951.3355,0.000293857,86489.71,7000,132657.7984,0.00028045,86488.02,7000,130381.9795,0.000287818,86505.3,7000,125405.3084,0.000318727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85950.92,5500,20,23793.56714,0.00038435,85941.14,5500,20,35324.42976,0.000344141,85954.64,5500,20,60000,24967.95444,0.000323992,85954.55,5500,20,60000,32589.45345,0.000329129,85959.76,5500,20,60000,38745.72686,1785.087566,0.000315243,85940.82,5500,20,60000,44614.618,2055.047219,0.000298903,85938.92,5500,20,60000,53284.98891,2476.092982,0.000305332,85938.45,5500,20,60000,47667.7026,2551.116692,0.000325205
86010.08,80000,228136.6784,0.000443472,86002.86,80000,115315.4711,0.0002877640,85999.7,50,236998.81,0.000266486,85998.53,50,211787.7382,0.000289981,86000.11,50,226197.9956,0.000280964,85998.8,50,239283.5935,0.000293633,86549.76,7000,133205.1466,0.000280852,86548.08,7000,130211.3602,0.000287784,86565.35,7000,126227.863,0.000318711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86010.99,5500,20,23871.37107,0.000384551,86001.18,5500,20,35690.70801,0.000344381,86014.71,5500,20,60000,24788.11234,0.000324076,86014.59,5500,20,60000,32423.17607,0.000328578,86019.82,5500,20,60000,38610.49308,1787.375556,0.000315221,86000.87,5500,20,60000,44790.27618,2065.128567,0.000299007,85998.99,5500,20,60000,53331.44962,2490.281316,0.000305255,85998.49,5500,20,60000,47763.95045,2539.91155,0.00032514
86070.16,80000,228701.737,0.000443573,86062.92,80000,115217.5618,0.0002876470,86059.75,50,236170.1884,0.000266607,86058.61,50,211209.298,0.000290073,86060.19,50,227316.3854,0.000281012,86058.85,50,239666.876,0.000293353,86609.81,7000,133885.1216,0.000281072,86608.13,7000,130488.0253,0.000287631,86625.42,7000,127063.2544,0.00031881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86071.07,5500,20,23664.76209,0.00038473,86061.25,5500,20,35625.17482,0.000344487,86074.75,5500,20,60000,24963.46795,0.00032423,86074.67,5500,20,60000,32504.36611,0.000327988,86079.89,5500,20,60000,38560.22358,1793.38157,0.000315052,86060.92,5500,20,60000,44844.51993,2070.177671,0.000299075,86059.05,5500,20,60000,53454.24833,2513.730883,0.000305172,86058.54,5500,20,60000,47602.11722,2544.758778,0.000325015
86130.23,80000,228895.1163,0.000443666,86122.98,80000,115239.4509,0.0002875310,86119.8,50,235639.6292,0.000266759,86118.67,50,211894.5312,0.000290214,86120.25,50,227560.7312,0.000281164,86118.89,50,239783.2026,0.000293007,86669.87,7000,134476.0036,0.000281119,86668.2,7000,130955.7459,0.000287515,86685.47,7000,127501.7046,0.000318841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86131.14,5500,20,23799.40847,0.000384763,86121.32,5500,20,35924.5785,0.000344627,86134.81,5500,20,60000,24993.94781,0.000324523,86134.74,5500,20,60000,32551.65058,0.00032745,86139.96,5500,20,60000,38457.32102,1812.986759,0.000314824,86121,5500,20,60000,44661.6709,2074.250122,0.000298974,86119.12,5500,20,60000,53919.16681,2527.65596,0.000305091,86118.58,5500,20,60000,47330.00764,2568.034624,0.000324755
86190.29,80000,229804.4733,0.000443873,86183.04,80000,114957.671,0.0002874290,86179.87,50,235836.9292,0.000266928,86178.75,50,211378.9112,0.000290366,86180.32,50,228566.6472,0.000281271,86178.95,50,239430.7073,0.000292664,86729.93,7000,135050.1647,0.000281199,86728.26,7000,130645.9918,0.000287314,86745.52,7000,127474.6771,0.000318904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86191.2,5500,20,23899.83989,0.000384753,86181.39,5500,20,35751.34077,0.000344888,86194.88,5500,20,60000,25176.18139,0.000324756,86194.79,5500,20,60000,32378.59273,0.000326913,86200.03,5500,20,60000,38511.46834,1811.700876,0.000314596,86181.06,5500,20,60000,44733.09522,2069.032418,0.000298885,86179.19,5500,20,60000,54162.01111,2544.892632,0.000305167,86178.62,5500,20,60000,47323.12485,2591.222084,0.00032457
86250.34,80000,229756.6989,0.000444053,86243.08,80000,114765.1336,0.0002873260,86239.95,50,236308.1453,0.00026698,86238.82,50,210895.7664,0.000290376,86240.38,50,228913.786,0.000281406,86239,50,239722.2417,0.000292249,86790.01,7000,136120.8991,0.000281328,86788.32,7000,130140.4025,0.000287031,86805.59,7000,127619.5569,0.000318879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86251.25,5500,20,23803.52936,0.00038468,86241.46,5500,20,35515.31866,0.000345244,86254.94,5500,20,60000,24967.38787,0.000325063,86254.82,5500,20,60000,32328.52262,0.000326376,86260.07,5500,20,60000,38639.29709,1818.075706,0.000314406,86241.09,5500,20,60000,44557.70448,2062.911326,0.000298796,86239.23,5500,20,60000,54198.93303,2562.794192,0.000305075,86238.67,5500,20,60000,46970.53852,2612.660456,0.000324527
86310.4,80000,230130.8908,0.00044419,86303.16,80000,114946.1484,0.0002872770,86300,50,236413.4176,0.000267009,86298.86,50,211214.5292,0.000290221,86300.47,50,228857.2778,0.000281526,86299.04,50,239689.1457,0.000291868,86850.07,7000,136314.8399,0.000281492,86848.36,7000,129797.0571,0.000286713,86865.65,7000,126735.0954,0.000318728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86311.31,5500,20,23994.02538,0.000384596,86301.51,5500,20,35338.47387,0.000345548,86315.01,5500,20,60000,25118.4136,0.000325255,86314.89,5500,20,60000,32404.56392,0.000325839,86320.11,5500,20,60000,38495.59741,1827.012049,0.000314079,86301.16,5500,20,60000,44632.13286,2074.579658,0.000298707,86299.27,5500,20,60000,54309.85914,2539.278811,0.000305048,86298.71,5500,20,60000,47160.06808,2626.848588,0.000324301
86370.47,80000,229992.8036,0.000444243,86363.23,80000,115284.0556,0.0002872690,86360.04,50,236026.3526,0.000267093,86358.92,50,211415.2159,0.000290096,86360.54,50,228518.2503,0.000281507,86359.09,50,239470.6727,0.000291559,86910.14,7000,136288.2041,0.000281659,86908.41,7000,129539.0752,0.000286457,86925.69,7000,127214.0812,0.000318602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86371.35,5500,20,23986.18141,0.000384303,86361.57,5500,20,35105.61169,0.000345755,86375.08,5500,20,60000,25219.31702,0.000325345,86375.14,5500,20,60000,32417.32524,0.000325216,86380.16,5500,20,60000,38045.88609,1852.027354,0.000313855,86361.24,5500,20,60000,44893.6132,2078.050668,0.000298618,86359.32,5500,20,60000,53969.06814,2555.189239,0.000305117,86358.74,5500,20,60000,47548.92895,2631.818713,0.00032412
86430.54,80000,230898.026,0.000444462,86423.3,80000,115301.5174,0.0002872670,86420.1,50,234634.9404,0.000267195,86418.97,50,211627.6583,0.000289934,86420.6,50,229451.0346,0.000281457,86419.13,50,238508.5616,0.000291196,86970.21,7000,135472.7214,0.0002819,86968.47,7000,129752.2379,0.000286182,86985.74,7000,127838.1184,0.000318478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86431.4,5500,20,24029.03256,0.000384236,86421.61,5500,20,35092.73792,0.000345963,86435.14,5500,20,60000,25301.24999,0.000325432,86435.21,5500,20,60000,32678.7794,0.000324621,86440.21,5500,20,60000,37839.99635,1872.745326,0.000313613,86421.28,5500,20,60000,44954.76423,2076.753062,0.000298654,86419.36,5500,20,60000,53616.50319,2546.908163,0.000305299,86418.78,5500,20,60000,47637.15474,2629.745304,0.000323706
86490.6,80000,231681.2607,0.000444705,86483.34,80000,115797.8027,0.0002873270,86480.16,50,235408.4687,0.000267387,86479.01,50,212315.598,0.000289896,86480.66,50,230511.2299,0.000281455,86479.17,50,238597.5121,0.000290909,87030.26,7000,134823.1903,0.000282226,87028.52,7000,129955.7258,0.000285876,87045.78,7000,128611.2487,0.000318345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86491.46,5500,20,24200.70916,0.000384193,86481.68,5500,20,34634.79182,0.000346024,86495.22,5500,20,60000,25581.10283,0.000325554,86495.25,5500,20,60000,32525.50711,0.000324072,86500.26,5500,20,60000,37970.46069,1883.376477,0.000313393,86481.33,5500,20,60000,44969.03065,2096.969097,0.000298794,86479.4,5500,20,60000,53494.12069,2512.393082,0.00030546,86478.85,5500,20,60000,47313.70062,2647.933763,0.000323149
86550.66,80000,233193.1553,0.000445035,86543.38,80000,115558.6874,0.0002873220,86540.26,50,235211.4045,0.00026756,86539.07,50,213581.0143,0.000289876,86540.73,50,230477.7054,0.000281454,86539.2,50,237821.223,0.000290604,87090.33,7000,133641.1683,0.000282478,87088.59,7000,130369.624,0.000285653,87105.86,7000,129001.7286,0.000318053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86551.53,5500,20,24383.68761,0.000384166,86541.76,5500,20,34283.08583,0.000346019,86555.3,5500,20,60000,25671.20505,0.000325833,86555.29,5500,20,60000,32653.66958,0.000323648,86560.3,5500,20,60000,37608.57894,1889.872838,0.00031297,86541.38,5500,20,60000,44853.71195,2119.956912,0.000299071,86539.44,5500,20,60000,53241.38306,2496.669823,0.000305693,86538.91,5500,20,60000,47154.77622,2668.268524,0.000322669
86610.73,80000,235365.2936,0.000445413,86603.45,80000,116714.7451,0.0002873090,86600.31,50,235537.5881,0.000267681,86599.13,50,214626.0043,0.000289856,86600.79,50,230120.4019,0.000281529,86599.28,50,238553.0874,0.00029024,87150.36,7000,133710.8426,0.000282693,87148.67,7000,130676.6872,0.000285437,87165.93,7000,129114.2083,0.000317845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86611.59,5500,20,24431.73408,0.000384208,86601.81,5500,20,34108.72578,0.000346066,86615.37,5500,20,60000,25603.45627,0.00032602,86615.37,5500,20,60000,32272.32864,0.000323247,86620.35,5500,20,60000,37685.00779,1895.926801,0.000312614,86601.42,5500,20,60000,45025.92342,2113.747535,0.000299378,86599.47,5500,20,60000,53022.44737,2492.402793,0.000305926,86598.97,5500,20,60000,47377.98832,2674.025685,0.000322227
86670.77,80000,234974.7745,0.000445634,86663.5,80000,116709.5867,0.0002871210,86660.37,50,235921.9479,0.000267923,86659.21,50,214225.8436,0.00028981,86660.84,50,230049.2741,0.000281542,86659.35,50,238840.5434,0.000290024,87210.4,7000,133088.5055,0.000282959,87208.74,7000,131310.2808,0.000285243,87225.99,7000,129587.6797,0.000317651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86671.67,5500,20,24364.32078,0.000384262,86661.85,5500,20,34506.40523,0.000346083,86675.44,5500,20,60000,25748.108,0.000326033,86675.45,5500,20,60000,32387.88905,0.000322945,86680.39,5500,20,60000,37726.54843,1898.996153,0.00031235,86661.47,5500,20,60000,45392.68432,2120.822289,0.000299639,86659.52,5500,20,60000,53005.56181,2491.735337,0.000306123,86659.03,5500,20,60000,47568.44142,2673.424932,0.000321928
86730.83,80000,235602.5203,0.000445854,86723.54,80000,116950.8728,0.0002871460,86720.43,50,235966.5503,0.000268085,86719.28,50,214109.2523,0.000289835,86720.9,50,229982.2591,0.00028149,86719.41,50,240190.0895,0.000289839,87270.45,7000,133792.8056,0.000283263,87268.8,7000,131491.3437,0.000284947,87286.05,7000,129737.1792,0.000317299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86731.73,5500,20,24166.0318,0.000384447,86721.91,5500,20,34746.80862,0.000346023,86735.5,5500,20,60000,25687.66543,0.000326037,86735.52,5500,20,60000,32436.54522,0.000322696,86740.43,5500,20,60000,38175.90009,1891.130977,0.000312135,86721.52,5500,20,60000,45640.99797,2139.71834,0.000299903,86719.56,5500,20,60000,53195.43721,2492.621425,0.000306273,86719.1,5500,20,60000,47525.96833,2663.351573,0.000321554
86790.94,80000,235560.1316,0.000445986,86783.58,80000,117430.1904,0.0002870260,86780.5,50,236573.2783,0.000268047,86779.34,50,213918.3501,0.000289831,86780.96,50,229806.6055,0.000281508,86779.46,50,240658.9788,0.000289629,87330.51,7000,133477.9684,0.000283535,87328.87,7000,131874.029,0.000284529,87346.12,7000,129629.8373,0.000316766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86791.79,5500,20,23728.79231,0.000384744,86781.96,5500,20,34655.53089,0.000345919,86795.56,5500,20,60000,25457.74055,0.000326064,86795.58,5500,20,60000,32272.97223,0.000322542,86800.47,5500,20,60000,37914.00725,1888.799561,0.000311804,86781.57,5500,20,60000,45736.81216,2164.966312,0.000300236,86779.6,5500,20,60000,52991.24132,2481.50037,0.0003064,86779.16,5500,20,60000,47085.16295,2664.552375,0.00032118
